DATE,DCOILBRENTEU
2001-01-01,24.45571984
2002-01-01,24.9932549
2003-01-01,28.85081395
2004-01-01,38.25969349
2005-01-01,54.57455253
2006-01-01,65.16176471
2007-01-01,72.44116
2008-01-01,96.94434783
2009-01-01,61.73876984
2010-01-01,79.60944444
2011-01-01,111.2642742
2012-01-01,111.5706827
2013-01-01,108.555
2014-01-01,98.9696063
2015-01-01,52.31654902
2016-01-01,43.638
2017-01-01,54.12480469
