Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Qatar,QAT,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,,,,,,,,,,,,10.84675026,13.64838028,13.33125019,13.38234997,14.9958601,16.38286972,23.74753952,17.83558083,18.73368073,21.28602982,22.19556999,25.31170082,22.6771698,23.0233593,21.24011993,17.93334961,15.07549,15.90909004,17.07811928,17.80768967,15.89083004,17.11108017,17.84103966,22.06650925,22.29206085,21.62105942,25.50279045,26.55719948,26.1554203,27.67661095,28.33086014,32.59550095,33.65148163,33.94734955,37.27619171,40.94240189,43.52320862,52.09545898,53.78305817,,56.58583832,,53.48899078,56.66033173,59.51797867,61.01708984,
Qatar,QAT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,11.65674973,15.66901016,15.54185963,14.66271973,16.43617058,18.04454994,25.07769966,19.95438957,21.23921967,22.47537994,23.08378983,27.73250008,24.70652008,25.42324066,22.7622509,19.05042076,16.53589058,17.30768967,18.19850922,18.96022034,16.19947052,17.90349007,19.20388031,22.73139954,22.83387947,23.60339928,25.81930923,27.53491974,26.28173065,28.43984032,28.88183975,33.01596832,36.42110825,35.89822006,39.1728096,40.64722061,44.11764908,52.88896942,55.37522125,,56.05757904,,53.01697159,56.18677139,58.75580978,60.14294815,
Qatar,QAT,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,,,,,,,,,,,,14.59574032,23.87804985,19.14814949,14.23287964,30.89999962,37.73683929,23.84090996,26.51515007,27,,,21.71710968,24.25954056,23.11038971,22.32902908,19.67206001,29.07595062,18.81818008,17.74073982,17.05307007,18.22299957,15.92156982,16.96838951,22.97958946,22.47019958,21.8629303,,,20.62434959,20.6308403,17.23748016,16.52350998,16.05241013,15.16386986,16.54599953,17.88661957,17.00683975,16.57175064,15.28236008,,14.65540981,,15.4222002,13.92012978,14.16722012,14.54415989,
Qatar,QAT,"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Qatar,QAT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,3.445060015,3.231750011,,,3.404220104,2.979579926,2.706510067,2.766239882,3.209599972,3.080929995,2.898509979,3.254179955,3.362689972,3.3134799,3.610490084,3.459379911,4.647659779,5.16050005,5.374650002,5.604589939,5.382840157,4.639510155,3.83781004,3.387170076,,3.397520065,3.797450066,4.128310204,3.993700027,3.52263999,3.455970049,4.261040211,4.744659901,5.372129917,5.323200226,5.380829811,5.993989944,5.936560154,6.35792017,6.945159912,7.374899864,
Qatar,QAT,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,,,,,,,,,,,,0.672599971,0.791499972,0.925159991,1.152060032,1.201200008,1.387169957,1.235839963,1.208359957,1.150429964,1.179739952,1.128880024,1.079890013,1.021759987,0.975880027,0.944199979,0.944480002,1.234269977,1.212159991,1.260560036,1.27493,1.203299999,1.193979979,1.12330997,1.035560012,0.972440004,0.941810012,,1.062119961,1.081779957,1.07359004,1.110960007,1.073819995,0.996209979,0.91693002,0.937950015,1.013569951,1.260939956,1.264999986,1.180609941,1.041059971,0.916750014,1.366969943,1.499369979,1.384160042,1.263939977,1.173799992,
Qatar,QAT,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.885200024,0.999140024,1.064429998,1.105469942,1.158149958,1.151800036,1.098839998,1.080189943,1.051480055,1.041239977,1.040369987,0.983850002,0.969330013,0.959029973,0.960470021,0.953379989,1.055600047,1.053460002,1.062829971,1.057420015,1.039280057,1.038570046,1.034839988,1.001819968,0.986410022,0.992609978,,0.981230021,1.026309967,1.034019947,1.063940048,1.003589988,0.957989991,0.921130002,0.95381999,1.03689003,1.11492002,1.124950051,1.090039968,1.024340034,0.956770003,1.178599954,1.244650006,1.182909966,1.118929982,1.069409966,
Qatar,QAT,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.869610012,0.962769985,0.999170005,0.978420019,1.027729988,0.977180004,0.968739986,0.963469982,0.957249999,0.942279994,0.973649979,0.917819977,0.936689973,0.957549989,0.982789993,0.968970001,0.968119979,0.962170005,0.950540006,0.936699986,0.943830013,0.946259975,0.976920009,0.978910029,0.996379972,1.032220006,1.026299953,0.926670015,0.985360026,1.002310038,1.028059959,0.949509978,0.927860022,0.925000012,0.968240023,1.057549953,0.988219976,0.998870015,1.013010025,1.011240005,0.987389982,1.031720042,1.04776001,1.028190017,1.011409998,0.993969977,
Qatar,QAT,"Compulsory education, duration (years)",SE.COM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,75.63504028,,,,,,,,,,,83.26216125,,,,,,,88.96238708,,,93.08274078,93.98973083,94.72428894,96.28373718,96.40686798,96.67858887,97.47785187,97.74668884,,,
Qatar,QAT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,76.79582977,,,,,,,,,,,84.24456024,,,,,,,89.10427094,,,93.80682373,94.29060364,95.1157074,96.51165771,96.6258316,96.92076874,97.58470917,97.79370117,,,
Qatar,QAT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45894623,,,,,,,,,,,80.8886795,,,,,,,88.60922241,,,90.43611908,92.66381836,92.91017914,95.4018631,95.56330109,95.77407837,97.07314301,97.55827332,,,
Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5429306,,,,,,,,,,,94.7907486,,,,,,,95.9207077,,,99.06009674,95.68698883,97.75924683,96.82015991,97.87751007,99.06456757,98.96032715,98.71272278,,,
Qatar,QAT,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,88.52729797,,,,,,,,,,,94.12275696,,,,,,,94.88587952,,,99.09516144,95.31861115,97.701828,96.32373047,97.5791626,98.68559265,98.82147217,98.38078308,,,
Qatar,QAT,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,1.030539989,,,,,,,,,,,1.017920017,,,,,,,1.027969956,,,0.998690009,1.01643002,1.002500057,1.020110011,1.011989951,1.011639953,1.005190015,1.012869954,,,
Qatar,QAT,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23052216,,,,,,,,,,,95.80931091,,,,,,,97.54000854,,,98.96524811,96.88497925,97.9462204,98.26114655,98.74932861,99.8346405,99.3343811,99.6468277,,,
Qatar,QAT,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10
Qatar,QAT,"Time to export, border compliance (hours)",IC.EXP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,25
Qatar,QAT,Time to export (days),IC.EXP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,21,21,21,17,17,15,,,
Qatar,QAT,Documents to export (number),IC.EXP.DOCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,,
Qatar,QAT,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,150,150,150
Qatar,QAT,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,382,382,382
Qatar,QAT,Cost to export (US$ per container),IC.EXP.COST.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,777,777,777,902,927,927,927,,,
Qatar,QAT,Time required to get electricity (days),IC.ELC.TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,90,90,90,90
Qatar,QAT,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Power outages in firms in a typical month (number),IC.ELC.OUTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Delay in obtaining an electrical connection (days),IC.ELC.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Average time to clear exports through customs (days),IC.CUS.DURS.EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.1,32.2,25.2,22.7,23.3,26.5,30.5,28.1
Qatar,QAT,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,6
Qatar,QAT,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660,2026,2158,1846,2247,3373,3053,3065,3288,,,
Qatar,QAT,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20649907,2.183547305,1.919035893,1.400581477,1.507828023,2.062173334,1.736954634,1.655736465,1.698128701,,,
Qatar,QAT,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
Qatar,QAT,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,2,2
Qatar,QAT,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.28,64.25,64.86
Qatar,QAT,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
Qatar,QAT,"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667
Qatar,QAT,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627
Qatar,QAT,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587
Qatar,QAT,"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57
Qatar,QAT,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639
Qatar,QAT,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599
Qatar,QAT,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.654
Qatar,QAT,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615
Qatar,QAT,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.14497445,17.14359234,15.85620225,19.13955223,16.63208507,21.06531261,15.75234573,,,,,,,
Qatar,QAT,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105618128,5510857003,7788574479,8920176878,9953567069,14539125518,13432290000,,,,,,,
Qatar,QAT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.46836877,19.83162992,22.16498732,16.06261035,14.26310784,19.38819856,18.72270954,,,,,,,
Qatar,QAT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27108782138,32145287249,49120050045,46605985184,59845575756,69019272512,85271681000,,,,,,,
Qatar,QAT,Other expense (% of expense),GC.XPN.OTHR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53921003,16.42517571,14.96733329,16.69568223,18.30670499,16.19869918,21.52581817,,,,,,,
Qatar,QAT,Other expense (current LCU),GC.XPN.OTHR.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212490594,5279919913,7351961603,7781187188,10955753001,11180224333,18355427000,,,,,,,
Qatar,QAT,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.933553981,5.905438378,4.084269815,3.980524829,3.509222856,5.214392841,6.506532925,,,,,,,
Qatar,QAT,Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.458577604,2.924574629,2.338461023,1.578402793,1.491709849,2.128566055,3.5594017,,,,,,,
Qatar,QAT,Interest payments (current LCU),GC.XPN.INTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879602043,1898320130,2006195377,1855162812,2100114623,3598936005,5548230000,,,,,,,
Qatar,QAT,Goods and services expense (% of expense),GC.XPN.GSRV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.42620151,38.02313214,36.54914749,24.26597511,29.15169679,25.09034248,28.00218047,,,,,,,
Qatar,QAT,Goods and services expense (current LCU),GC.XPN.GSRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8248172681,12222645047,17952959540,11309396763,17446000786,17317171853,23877930000,,,,,,,
Qatar,QAT,Compensation of employees (% of expense),GC.XPN.COMP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95606002,22.50266143,28.54304715,35.9182656,32.4002903,32.43125288,28.21312271,,,,,,,
Qatar,QAT,Compensation of employees (current LCU),GC.XPN.COMP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8662898692,7233545156,14020359046,16740061543,19390140277,22383814803,24057804000,,,,,,,
Qatar,QAT,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.90358665,94.7266789,93.91657131,93.40032029,94.70034537,95.60974888,93.97867444,,,,,,,
Qatar,QAT,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99600339,48.12392357,48.6446604,47.51033066,44.94081503,40.10831904,40.24133283,,,,,,,
Qatar,QAT,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28257800000,31236888923,41732871258,55840878529,63270255173,67814326517,62726320000,,,,,,,
Qatar,QAT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.50799917,20.34400999,20.05140103,20.60526994,15.92319227,19.92445069,14.65495096,,,,,,,
Qatar,QAT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29464800000,32975809230,44436110344,59786602826,66811007843,70928255030,66745270000,,,,,,,
Qatar,QAT,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
Qatar,QAT,Other taxes (current LCU),GC.TAX.OTHR.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
Qatar,QAT,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.220950537,2.679001361,3.150948961,3.357086618,2.514993979,1.841711695,2.578310103,,,,,,,
Qatar,QAT,Taxes on international trade (current LCU),GC.TAX.INTT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207000000,1738920307,2703239086,3945724297,3540752670,3113928513,4018950000,,,,,,,
Qatar,QAT,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.096413347,5.273321103,6.083428691,6.599679712,5.299654629,4.390251123,6.021325556,,,,,,,
Qatar,QAT,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207000000,1738920307,2703239086,3945724297,3540752670,3113928513,4018950000,,,,,,,
Qatar,QAT,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
Qatar,QAT,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
Qatar,QAT,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
Qatar,QAT,Taxes on exports (current LCU),GC.TAX.EXPT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
Qatar,QAT,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.04801233,40.04495807,38.71254974,40.50779662,33.55372631,47.49567603,34.22483225,,,,,,,
Qatar,QAT,"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54346100000,64909272991,85791268594,1.17534E+11,1.40786E+11,1.69078E+11,1.55875E+11,,,,,,,
Qatar,QAT,"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"PPG, IBRD (INT, current US$)",DT.INT.MIBR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Interest payments on external debt, short-term (INT, current US$)",DT.INT.DSTC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"IMF charges (INT, current US$)",DT.INT.DIMF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Interest payments on external debt (% of exports of goods, services and primary income)",DT.INT.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"PPG, bilateral concessional (INT, current US$)",DT.INT.BLTC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
